SKU	Name	Category	Unit of Measure	Manufacturer	Brand	Manufacturer Code	Manufacturer Name	Vendor	Vendor Code	Vendor Name	Cold Chain	UPC	NDC
QK82	Bottle, Plastic, Nonsterile, with screw cap, 100mL	MedEquip&Supplies_Drug_Dispensing	each					Imres	11838	bottle, narrow mouth, 100 ml, plastic, with screw cap	FALSE		
ZZ97	Sodium valproate, 500mg enteric coated tablet	Drugs_Psychiatric_&_Antiepileptic	each	Fawdon				Imres	22933	sodium valproate 500 mg e/c	FALSE		
KU06	Spark Plug	Facilities_Mechanical	each	NGK		bp5es					FALSE		
TA19	Regulator	Facilities_Mechanical	each	Asco		597fb					FALSE		
HQ96	Flame Sensor	Facilities_Mechanical	each	Fenwal		22-100001-080					FALSE		
CN81	Sheller Gearbox	Facilities_Mechanical	each	Leeson		p7172003.b1					FALSE		
HV54	Shaker Gearbox	Facilities_Mechanical	each	Leeson		p7172001.b1					FALSE		
YC09	Flange bearing 1 in, 4 bolt	Facilities_Mechanical	each	Dodge part		124103, f4b-sc-100					FALSE		
KV78	Pillowblock bearing 1.43in	Facilities_Mechanical	each	Dodge		123813, p2b-sc-107					FALSE		
CY20	Eccentric Bearing 2.18 in	Facilities_Mechanical	each	Dodge		124409, schb-sc-203					FALSE		
VH76	Sheller Screens, Complete Set	Facilities_Mechanical	each								FALSE		
GV79	Shaker Screen, 1st & 2nd stage shelling, with Frame and Mounting	Facilities_Mechanical	each								FALSE		
BP76	Headshaft 108	Facilities_Mechanical	each			5001080006					FALSE		
AM17	Tailshaft, 108	Facilities_Mechanical	each			5001080007					FALSE		
MS70	Tail Bearing 108	Facilities_Mechanical	each			5001080011					FALSE		
NY32	Tube Clamp, 108	Facilities_Mechanical	each			5001080010					FALSE		
YR33	Gearbox, For Flex Auger	Facilities_Mechanical	each			500M 16456C-AS					FALSE		
RV18	UV Lamp Quartz Sleeve Combo Kit for SPV-15, SPV-740, SP740-HO and SC/SCM-740	Facilities_Electrical	each	Fresh Water Systems		7158A2					FALSE		
YC71	Checkcell, 1 x 10mL	Lab_Reagents_Chemistry	each	Immucor Gamma		2224		Immucor Gamma	2224		TRUE		
BT15	Misoprostol, 100 microgram, tablet	Drugs_Hormones_&_Hormone_Antagonists	each	Gavis Pharmaceuticals		43386016006		McKesson Medical	829483	Prostaglandin Misoprostol 100 mcg Tablet Bottle 60 Tablets	FALSE		43386-160-06
CH76	Breast pump, Manual, Plastic	MedEquip&Supplies_Feeding	each					Hospital & Medical Supplies SA			FALSE		
ER86	Needle, Hypodermic, Luer, 24G x 1in (0.55 x 25mm)	MedEquip&Supplies_Needles	each	Becton Dickinson		19574		Imres	19789	needle, hypodermic, Luer, 24 G x 1" (0.55 x 25 mm), sterile, disposable (purple)	FALSE		
ZP25	Paper, Chart recording, for platelet incubator, 0 to +35C	Lab_Equipment_&_Associated_Supplies	each	Helmer		220273	Paper-Chart, 7D, 0-35C, 04" RED	Helmer	220273		FALSE		
ZY24	Morphine sulfate, 10mg immediate release tablet	Drugs_Analgesic_&_Anesthesia	each	Teofarma				Imres	49280	morphine sulphate 10 mg (blister) (immediate release) (narcotic drug, import license required)	FALSE		
HT91	Nifedipine, 10mg tablet	Drugs_Cardiovascular	each	Medopharm				Imres	19632	nifedipine 10 mg f/c (blister)	FALSE		
VR66	Salbutamol, 500mcg/mL, 1mL ampoule	Drugs_Respiratory_&_Antihistamine	each	Gland				Imres	22236	salbutamol 0.5 mg/ml, 1 ml	FALSE		
KB77	Nutritional supplement, for premature infants, High protein, 2oz (59mL) bottle	Drugs_Nutrition	each	Abbott	Similac Advance	56271		Abbott	56271	SIM SC 24 HI PRO 2OZ BTL 48CT INST	FALSE		
KB25	Metoprolol succinate tartrate, 25mg, extended release tablet	Drugs_Autonomic_Nervous_System	each	Mylan bv NL				Imres	38471	metoprolol succinate tartrate 25 mg retard (blister)	FALSE		
HT86	Cover, Probe, Temperature, Skin, Reflective, Infant	MedEquip&Supplies_Exam_&_Monitoring	each					Replacement Parts Industries	RPC619	Reflective Probe Covers	FALSE		
JR30	Tobramycin 3mg + Dexamethasone 1mg/g, Ophthalmic ointment, 3.5g tube	Drugs_Ophthalmic	each	Alcon -couvrer	Tobradex			Imres	43033	tobramycin 0.3 %/dexamethasone 0.1 % eye-ointment, 3.5 g (Tobradex)	FALSE	7.36E+11	
CJ11	Bulb, Ophthalmoscope, Halogen, 3.5V	MedEquip&Supplies_Exam_&_Monitoring	each	Welch Allyn		03100-U		Amazon	B0015TG7FC	Welch Allyn Replacement Bulbs 3.5 V Ophthalmoscope Model # 03100-U	FALSE		
JZ35	Bulb, Instrument, Halogen, 3.5V	MedEquip&Supplies_Exam_&_Monitoring	each	Welch Allyn		03000-U		Amazon		Welch Allyn 3.5v Halogen Lamp (Model 03000-U)	FALSE		
TQ78	Gel, Ultrasound, 5 Liter	MedEquip&Supplies_Diagnostic_Imaging	each	North Coast		NC70479-5					FALSE		
QY85	Dialysis Fluid, 5L, Bag	MedEquip&Supplies_Dialysis	each	NxStage		RFP-209	Premixed Dialysate	DaVita Village Trust/Bridge of Life			FALSE		
CJ96	Cartridge, Dialysis, with injection ports	MedEquip&Supplies_Dialysis	each	NxStage		car-172		DaVita Village Trust/Bridge of Life			FALSE		
MF61	Probe, Temperature, Skin, Reusable, for Incubator	MedEquip&Supplies_Exam_&_Monitoring	each	GE	Datex Ohmeda	6600-0628-700	Skin Temperature Probe	McKesson Medical	522153		FALSE		
AX69	Pravastatin, 20mg tablet	Drugs_Cardiovascular	each	Lek Sl				Imres	21404	pravastatin sodium 20 mg	FALSE		
BM15	AgraStrip Afla (4ppb)	Lab_General_Supplies	each	Romer Labs	AgraStrip	COKAS1100U		Romer Labs	COKAS1100U		FALSE		
QK12	Mask, N95, with metal nose clip	MedEquip&Supplies_Staff_Apparel_&_Personal_Safety	each	CVS		399575	Maxi-Mask Ultra 95 Particulate Respirator	Direct Relief (Donation)	16937		FALSE		
SY17	Autoclave Cleaner	MedEquip&Supplies_Sterilization	each	Tuttnauer	Chamber Brite	CB0010					FALSE		
FV85	Detergent, Alconox, Powder 4Lb	Lab_General_Supplies	each	Alconox		1104-1		Cole-Parmer	EW-17775-05		FALSE		
PX47	Phenylephrine hydrochloride, 10mg/mL, 1mL ampoule	Drugs_Autonomic_Nervous_System	each	Amdipharm UK				Imres	34827	phenylephrine hydrochloride 10 mg/ml, 1 ml	FALSE		
YN05	Deltamethrin, 2.5EC, Emulsifier concentrate insecticide, 250mL bottle	Facilities_Waste_&_Infection_Control	each	Yufull Industry Co., Ltd			Deltamethrin 2.5EC	Darbouco S.A.			FALSE		
KH06	Monoclonal reagent, Control, Gamma-clone, 10mL vial	Lab_Reagents_Serology	each	Immucor	Gamma-clone	420403		Immucor	420403	Control - Gamma-Clone 3x10mL	TRUE		
RE68	Monoclonal reagent, for Rh blood typing, Anti D, IgM-IgG blend, 10mL vial	Lab_Reagents_Serology	each	Immucor	Gamma-clone			Immucor	420503	Anti-D (Mono Blend) 3x10mL	TRUE		
FF32	Antiglobulin test, Monoclonal, Green, 10ml vial	Lab_Reagents_Serology	each	Immucor	Gamma-clone			Immucor	409203	Anti-IgG Mono Grn 3x10	TRUE		
KE64	Lancet, Contact activated, 2.0mm x 1.5mm, for sickle cell testing	Lab_General_Supplies	each	Becton Dickinson	Microtainer	366594	Contact-Activated Lancet	Fisher Scientific	02-657-102	BD Micro-Fine? Contact-Activated Lancet	FALSE		
XS43	Screening card, for sickle cell testing	Lab_General_Supplies	each	ID Biological Systems		ID1413	Newborn Screening Initiative Collection Card	Natasha Archer (Donation)			FALSE		
VK79	Biopsy system, Coaxial, 18G, 15cm	MedEquip&Supplies_Needles	each	CareFusion (BD)	Temno	CT1815	Coaxial Temno Biopsy System	Henry Schein	1164892	Needle Temno Biopsy 18gx15cm 5/Ca	FALSE		
MX50	Cover, Cassette, X-Ray, 14in x 17in	MedEquip&Supplies_Diagnostic_Imaging	each	TechnoAide		CCL-14	14x17 Cass Covers 100/box	Z&Z Medical, Inc	CCL-14		FALSE		
HY13	Cover, Cassette, X-Ray, 10in x 12in	MedEquip&Supplies_Diagnostic_Imaging	each	TechnoAide		CCM-10	10x12 Cass Covers 100/box	Z&Z Medical, Inc			FALSE		
RT40	Dexamethasone, 8mg, tablet	Drugs_Hormones_&_Hormone_Antagonists	each		Dexam		Dexagen 8mg Tablets	Angel		Dexamethasone 8mg Tablets	FALSE		
RH37	Drape, General purpose, Sterile, 60in x 44in	MedEquip&Supplies_Surgical	each	Welmed	Protect5	1222-100S	General Purpose Drape Protect5 Half Drape 60 X 44 Inch Sterile	McKesson Medical	738358	DRAPE, SURG FLT PROTECT5 HALF 60X44 (60/CS)	FALSE		
FD47	Dextrose 5%, intravenous infusion, with additive port, 250mL bottle	Drugs_Affecting_Water_&_Electrolytes	each	Nirma Limited			Dextrose 5% Injection	Angel Biogenics		Dextrose Anhydrous 5% IP Inj	FALSE		
JJ98	Burette set, Micro drip, 10.5mL priming volume, 60drops/mL, 77.5in tubing	MedEquip&Supplies_IV_Supplies	each	Hospira	Lifeshield Solusets	1272865		McKesson Medical	662209	Burette Set Lifeshield Solusets 60 Drops / mL Drip Rate 77.5 Inch	FALSE		
HA64	Filter, Fiber, Hollow, 0.2um, for Nanopure system	Facilities_Mechanical	each	Thermo Scientific	Barnstead	D3750	Hollow Fibre Filter	Fisher Scientific	09-034-145		FALSE		
FJ23	Fuse, 15A, Class CC	Facilities_Electrical	each	Cooper Bussmann		LP-CC-15	Low Peak Class CC				FALSE		
NT57	Metformin hydrochloride, 850mg tablet	Drugs_Hormones_&_Hormone_Antagonists	each	CSPC Ouyi Pharmaceuticals				IMRES	48548	metformin hydrochloride 850 mg f/c	FALSE		
NY54	Pump, Submersible, 5 hp	Facilities_Mechanical	each	Goulds		80GS50		HD Supply			FALSE		
DQ59	Motor, 5 HP, 230 V, 1ph	Facilities_Mechanical	each	Goulds		M50412		HD Supply			FALSE		
VK50	Compressor, Pancake Oil Free, With 13 piece accessory kit	Facilities_Mechanical	each	Porter Cable		C2002-WK		Amazon			FALSE		
XY21	Faucet, Two Handle Low Arc	Facilities_Mechanical	each	moen		74998		Amazon			FALSE		
AE82	Paper points, Sterile, Size 0.04, Assorted 15-40, Color coded	MedEquip&Supplies_Dental	each	Patterson Dental Supply		604160	Dentsply Maillefer	Patterson	089-0871	Absorbent Paper Points ? Color Coded, ISO, Cell Pack,?180/Pkg, #15-40, Assorted, 0.04 Tapered Cell	FALSE		
FD63	Paper points, Sterile, Size 0.06, Assorted 15-40, Color coded	MedEquip&Supplies_Dental	each	Patterson Dental Supply		606160		Patterson	089-0970	Patterson Greater Taper Absorbent Paper Points - Sterile, Size 0.06, Assorted Size 15-40	FALSE		
MF09	Paper, Articulating, 71 microns, Blue	MedEquip&Supplies_Dental	each	Patterson Dental Supply		20 10 7023		Patterson	083-8755	Patterson Articulating Paper - Thin 71 Microns, 12Books/box, Blue	FALSE		
QD22	Filling, Temporary, Grey 28g	MedEquip&Supplies_Dental	each	3M ESPE Dental Products		44313		Patterson	575-2134	Cavit Temporary Filling Material - Cavit-g Gray Jar - 28G Jar	FALSE		
EV52	Finishing kit, Composite, Plastic	MedEquip&Supplies_Dental	each	Shofu Dental Corp		302		Patterson	635-0433	Classic Plastic Kit - Composite Fin Kit Fg 12pts	FALSE		
GT23	Eugenol, 4oz bottle	MedEquip&Supplies_Dental	each	Sultan Healthcare, Inc.		10504		Patterson	665-4818	Eugenol Usp Antiseptic & Analgesic - 4 Oz Bottle	FALSE		
RP95	Dam, Rubber, latex-free, 5x5in	MedEquip&Supplies_Dental	each	Patterson Dental Supply		H09930		Patterson	089-2315	Patterson Nonlatex Super Dam - 15/pkg - 5x5	FALSE		
MZ35	Forcep, Brewer, Stainless steel	MedEquip&Supplies_Dental	each	Patterson Dental Supply		07-0892448		Patterson	089-2448	Patterson Rubber Dam Forceps - Brewer Type, Stainless Steel - Rubber Dam Forceps	FALSE		
KQ91	Towel, Patient, 2 ply paper, 1 ply poly, Lavender	MedEquip&Supplies_Dental	each	Patterson Dental Supply		917459		Patterson	090-0886	Patterson Patient Towels: Poly-backed Bib, 500/case - Lavender, 2 Ply Paper With 1 Ply Poly	FALSE		
RM83	Needle, 27 Gauge, Disposable, Short, Orange	MedEquip&Supplies_Dental	each	Patterson Dental Supply		05-N1271		Patterson	085-5536	Disposable Needles Plastic Hub - 27 Gauge ShortOrange, 100/box	FALSE		
JV48	Dispenser, Stop, Silicone, Endo, Red	MedEquip&Supplies_Dental	each	Dentsply Maillefer	Sure-stop	671675		Patterson	183-0132	Sure-stop Dispenser With 200 Silicone Endo Stops - Red	FALSE		
CC10	Kit, Cement, Introductory, Ion, Glass	MedEquip&Supplies_Dental	each	Shofu Dental Corp		1110		Patterson	634-5839	Glasionomer Base Cement - Ion Introductory Kit - Introductory Kit	FALSE		
FX87	Glasses, Protective, Clear	MedEquip&Supplies_Dental	each	Patterson Dental Supply				Patterson	085-2467	Patterson Uvex Genesis Protective Eyewear - Patriot(red, White, Blue) - Clear Lenses	FALSE		
ZG31	Percha points, Auxillary sizes, Medium	MedEquip&Supplies_Dental	each	Patterson Dental Supply		0530M		Patterson	087-8116	Patterson Gutta Percha Points - Auxiliary Sizes,120/pkg - Medium	FALSE		
YY84	Mouth wash, 3.2oz bottle	MedEquip&Supplies_Dental	each	Johnson & Johnson	Listerine	30695		Patterson	709-5367	3.2 Oz Bottle - Listerine Total Care 3.2 Oz Bottle 24/case	FALSE		
TE78	Mouth wash, 8.5oz	MedEquip&Supplies_Dental	each	Johnson & Johnson	Listerine	30620		Patterson	709-5359	8.5 Oz Bottle - Listerine Total Care 8.5 Oz Bottle 12/case	FALSE		
KG27	Mouth wash, 1L	MedEquip&Supplies_Dental	each	Johnson & Johnson	Listerine	30635		Patterson	709-5342	1 Liter Bottle - Listerine Total Care 1 Liter Bottle 6/case	FALSE		
RC98	Matrix Band, #1, .0015 Gauge	MedEquip&Supplies_Dental	each	Patterson Dental Supply		07-0886614		Patterson	088-6614	Patterson Tofflemire Matrix Bands - 0.0015 Gauge,12/pkg - #1	FALSE		
KJ66	Mylar Matrix Strips .002	MedEquip&Supplies_Dental	each	Patterson Dental Supply		20 95 8205 or 20 95 8206		Patterson	089-7157	100/pkg - Mylar Matrix Strips 100/pkg	FALSE		
VD05	Applicators, Microbrush, Disposable, Regular, 2mm	MedEquip&Supplies_Dental	each	Microbrush International		MRA400		Patterson	383-4298	Microbrush Tube Series Disposable Applicators - Regular Tips (2 Mm) - Assorted Colors	FALSE		
TB72	Solution, Cleaning, Handpiece, 1L	MedEquip&Supplies_Dental	each	ADEC		0.0268023		Patterson	103-0725	Assistina Handpiece Maintenance - W&h MaintenanceSolution, Cleaning Liquid, 1 Liter Bottle - 1 Liter Bottle	FALSE		
GN00	Files, Stainless steel, Plastic handle, Assortment, 15-40mm	MedEquip&Supplies_Dental	each	Sybronendo		13291		Patterson	423-0546	Hedstrom Files - Plastic Handle, Stainless Steel, 30 Mm,6/pkg - Assorted 15-40	FALSE		
QJ97	Files, Stainless steel, Plastic handle, Assortment, 45-80mm	MedEquip&Supplies_Dental	each	Sybronendo		13292		Patterson	423-1395	Hedstrom Files - Plastic Handle, Stainless Steel, 30 Mm,6/pkg - Assorted 45-80	FALSE		
MY43	Tip, Perio, Anterior teeth, H3	MedEquip&Supplies_Dental	each	Satelec, Div Of Acteon		F00369		Patterson	663-2095	Ultrasonic Perio Tips - Anterior Teeth, H3 - H3	FALSE		
XZ64	Scaler tip, Universal, 1	MedEquip&Supplies_Dental	each	Satelec, Div Of Acteon		F00246		Patterson	663-1949	Scaler Tips - Tip 1, Universal - Tip 1, Universal	FALSE		
HN64	Scaler tip, Slim, 1s	MedEquip&Supplies_Dental	each	Satelec, Div Of Acteon		F00245		Patterson	663-2715	Scaler Tips - Tip 1s, Slim - Tip 1s, Slim	FALSE		
GD89	Pencil, Charting, Red/blue	MedEquip&Supplies_Dental	each	Patterson Office Supplies		18628		Patterson	032-9698	General's Color-tex Red/blue Charting Pencils,7&#34;, 12/box - Pencils	FALSE		
UP91	Scrubbrush Hand	MedEquip&Supplies_Dental	each	Team Technologies		750226		Patterson	113-7421	Hand Scrub Brush - Hand Scrub Brush	FALSE		
SB45	Tray, Divided, Size B, 13-1/2in x 9-1/4in x 7/8in	MedEquip&Supplies_Dental	each	Dux Dental		32160		Patterson	227-3142	Divided Trays - Size B, 13-1/2&#34; X 9-1/4&#34; X7/8&#34; - Baby Blue	FALSE		
FQ78	Resin, Restorative, Syringe refill, A2, 4.5g	MedEquip&Supplies_Dental	each	Caulk, L D Company		647261		Patterson	180-4251	Prisma Ap.h Light-cure Hybrid Resin Restorative - 4.5G Syringe Refill - Shade A2 (b53)	FALSE		
JB71	Tips, Compule, Resin, Restorative, A2, 0.25g	MedEquip&Supplies_Dental	each	Caulk, L D Company		647161		Patterson	180-3857	Prisma Ap.h Light-cure Hybrid Resin Restorative -0.25 G Compule Tips, Refill, 30/pkg - Shade A2 (b53)	FALSE		
RP85	Ejector, Saliva, Clear	MedEquip&Supplies_Dental	each	Patterson Dental Supply		07-0894089		Patterson	089-4089	Patterson Saliva Ejectors - Unscented, 100/Pkg, Clear with Blue Tip	FALSE		
PN59	Kit, Etching, Enamel, 10%	MedEquip&Supplies_Dental	each	American Dental Supply	Etch-It	G 894-3		Patterson	109-6031	Enamel Etch-it 10% - Etch-it Enamel 10% Phosphoric	FALSE		
FA14	Xylol, 1oz	MedEquip&Supplies_Dental	each	Sultan Healthcare, Inc.		21401		Patterson	666-3611	XYLOL, 1 oz bottle	FALSE		
GZ66	Disinfectant, Surface, 1 gallon	MedEquip&Supplies_Dental	each	Palmero Sales Co. Inc.		3565G		Patterson	548-8580	DisCide ULTRA Surface Disinfectant, 1 Gallon Bottle	FALSE		
ZN99	Kit, Assortment, Matrix material	MedEquip&Supplies_Dental	each	JS Dental		6028-15		Patterson	413-0712	MATRIX MATERIAL, Assortment Kit	FALSE		
PS13	Pin, Retention, Refill, Universal, Standard, 0.60mm/0.021in	MedEquip&Supplies_Dental	each	Filhol Dental U.S.A.		PIN101		Patterson	708-5384	Filpin System - Retention Pin Refill, Standard Package, Universal - 0.60 mm/0.021"	FALSE		
EE92	Toothpaste, 1.23% fluoride, 0.1 M phosphate	MedEquip&Supplies_Dental	each	Young Dental Manufacturing		33409		Patterson	471-7534	CORAL PROPHY PASTE Bubblegum, Pink, Coarse Grit	FALSE		
NX73	Filter, Vacuum system, Disposable	MedEquip&Supplies_Dental	each	Pinnacle Dental Products		6400-C		Patterson	568-3495	Dispos-A-Trap Disposable Vacuum System Traps - Model 6400	FALSE		
AY36	Detergent, Evacuation system, 5L	MedEquip&Supplies_Dental	each	Sultan Healthcare, Inc.		21115		Patterson	665-8660	Purevac Evacuation System Cleaner 5 Liter Bottle	FALSE		
DE13	Kit, Opener, Micro, Debrider	MedEquip&Supplies_Dental	each	Dentsply Maillefer		671684		Patterson	173-4698	MICRO OPENERS, Kit 1	FALSE		
XP40	Spreader, Root canal, Metal grip, #3	MedEquip&Supplies_Dental	each	StarDental		202397		Patterson	659-3966	ROOT CANAL SPREADER, Spreader Metal Grip Se #3	FALSE		
GH03	Spreader, Root canal, Metal grip, D11T	MedEquip&Supplies_Dental	each	StarDental		202403		Patterson	659-3982	ROOT CANAL SPREADER, Spreader Metal Grip Se D11T	FALSE		
PV45	Tip, Scaling, Perio, 2	MedEquip&Supplies_Dental	each	Satelec, Div Of Acteon		F00247		Patterson	663-1956	ULTRA SCALING TIP, Perio Tips, Tip 2, Voluminous Calculus	FALSE		
EV23	Prophy angle, Disposable, Latex-free, Soft, Green	MedEquip&Supplies_Dental	each	Denticator Co. Inc.		501350		Patterson	264-2189	Original Green Disposable Prophy Angles, Soft Green, 500/Pkg, Latex free	FALSE		
NG24	Mirror, Mouth, Cone socket, Size 5	MedEquip&Supplies_Dental	each	Miltex by Integra		67-696/5		Patterson	498-3888	Mouth Mirrors - Front Surface, Stainless Steel, Cone Socket,?12/Pkg, 5 Cone Socket	FALSE		
CX08	Emulsifier, Trancendim 180, 50lb bag	Drugs_Nutrition	each	Caravan Ingredients		134495	Trancendim 180				FALSE		
PZ30	Wire, Arch bar, Stainless steel, Non-sterile, 1 meter roll	MedEquip&Supplies_Dental	each	Novo Surgical		6815-05	Erich Arch Bar Material	Novo Surgical	6815-05	Novo Surgical Erich Arch Bar Material-1 Meter Roll	FALSE		
MX08	Motor, Elite, 20K	MedEquip&Supplies_Dental	each	Athena		40489	20K Elite Motor - 4 Hole	Patterson			FALSE		
NN55	Handpiece, Low speed, 4 hole	MedEquip&Supplies_Dental	each	Athena	Little Guy	55400	Little Guy Low Speed HP - 4 Hole	Patterson			FALSE		
SZ87	Contra angle, U style	MedEquip&Supplies_Dental	each	Athena		48000	Contra Angle U Style		236-1293		FALSE		
YD00	Handpiece, High speed, Miniature head, 4 hole	MedEquip&Supplies_Dental	each	Patterson		PAC5000M-4S	High Speed Hand Piece 4 Hole Mini Head Standard Chuck				FALSE		
RD59	Handpiece, High speed, Standard head, 4 hole	MedEquip&Supplies_Dental	each	Patterson		PAC5000-4S	High Speed Hand Piece 4 Hole Standard Head Standard Chuck	Patterson			FALSE		
FK45	Kit, Handpiece, Low speed	MedEquip&Supplies_Dental	each	Patterson		EX-103S	Low Speed Hand piece Kit	Patterson			FALSE		
JU27	Cone, Straight nose, Handpiece attachment	MedEquip&Supplies_Dental	each	Patterson		404020		Patterson		PD43 Straight nose cone	FALSE		
SG30	Contra angle, PD58	MedEquip&Supplies_Dental	each	Patterson				Patterson	404012	PD58 Contra Angle	FALSE		
HX83	Contra angle, with Latch	MedEquip&Supplies_Dental	each	Patterson				Patterson	NAC-Y	Latch Type Contra Angle Head	FALSE		
YA26	Reamers, Assorted, Stainless steel, 25mm, Color-coded, Size 15-40	MedEquip&Supplies_Dental	each	Patterson		05325160P	Patterson	Patterson	087-4008	Reamers - 25 mm Length, Stainless Steel, Color-Coded Plastic Handles, 0.02 Taper-Assorted #15-40	FALSE		
XT80	Wound drain kit, Reservoir, with Silicone flat drain, without Trocar, Sterile, 100mL	MedEquip&Supplies_Wound_Drains	each	Cardinal Health	Jackson-Pratt	SU130-1349	Reservoir kit with silicone flat drain	McKesson Medical	242712	Reservoir, Wnd Drn W/o Trocar (10/bx) Cardnl	FALSE		
ZE73	Standard nail, Surgical implant, for SIGN system, 10mm x 380mm	MedEquip&Supplies_Orthopedic_Surgical_Implants	each	Surgical Implant Generation Network (SIGN)		100380		SIGN Fracture Care International			FALSE		
BZ40	Hose, Hydraulic, 150 PSI	Facilities_Hardware	each					Charles Ross & Son Company	Part # 1E (4R0048)		FALSE		
BU39	Evaporator Fan Motor	Facilities_Mechanical	each	TRUE		800437		Restaurant Equipment Parts			FALSE		
ZZ42	Tubeguard- T8	Facilities_Mechanical	each					Central Lighting Plastics	TG8F32-UVY-CP6		FALSE		
RA62	.33 HP VM Classic Motor Kit	Facilities_Mechanical	each	Baldor				SPX Flow Technologies	123856KIT		FALSE		
PU08	Table cover, Reinforced poly, Sterile, 44in x 90in	MedEquip&Supplies_Patient_Apparel_&_Hospital_Textiles	each	Cardinal Health	Convertors	8377	table cover				FALSE		
AJ68	Cartridge, for GeneXpert machine, MTB/RIF	Lab_Reagents_Bacteriology	each	Cepheid	GeneXpert	CGXMTB/RIF-50	Xpert MTB/RIF	Cepheid	CGXMTB/RIF-50	Xpert MTB/RIF	FALSE		
QU02	Probe cover, Thermometer, Disposable	MedEquip&Supplies_Exam_&_Monitoring	each	Welch Allyn		05031-101	M031 Disposable Probe Covers	Henry Schein	1084667	Probe Covers f/SureTemp Therm 1000/Ca	FALSE		
FD42	Iopamidol, Contrast media, Injection, 61%, 50mL	Drugs_Contrast_Media	each	Bracco Diagnostics	Isovue	131530	Isovue-M 300	Henry Schein	8407106	Isovue 300 Contrast Media Iopamidol 61% 50mL Vial Inj 10/Bx, 10 BX/CA	FALSE		
KF49	Tag, Shipping, 2.75in x 1.375in, Manila	MedEquip&Supplies_Documentation/Archives	each	Avery		12301		Amazon		Avery Shipping Tags, 2.75 x 1.375 inches, Manila, Pack of 1000 (12301)	FALSE		
UQ22	Trichloroacetic acid (TCA), 10%, bottle	Lab_General_Supplies	each	Pharmacie Sejourne				Pharmacie Sejourne			FALSE		
HT93	Oil, Canola, Refined, Bleached, Deodorized, 420lb drum	Drugs_Nutrition	each	GAMA Products, Inc.			Canola Oil 100%		FOCA0420		FALSE		
MH42	Compressor Oil, 5 Gallon Pail	Facilities_Hardware	each	Shell		S2 P 100		Petroleum Service Company			FALSE		
KK21	Hydraulic Fluid, Industrial 5 Gallon	Facilities_Hardware	each	Shell		S2 M 46		Petroleum Service Company			FALSE		
HG32	Biopsy system, Coaxial, 20G, 20cm	MedEquip&Supplies_Needles	each	CareFusion (BD)	Temno	ACT2020		Henry Schein	1103820	Needle 20gx8" Temno Biopsy Echgn Adjustable Sample Notch 5/Ca	FALSE		
PE47	File, Hedstrom, .02 taper, 31mm, Size 45-80	MedEquip&Supplies_Dental	each	Patterson		07331165P	Patterson Hedstrom Files - 31 mm, 0.02 Taper, 6/Pkg Assorted Colors Sizes	Patterson	087-3083		FALSE		
CR82	Resin, Restorative, Syringe refill, A2, 4g	MedEquip&Supplies_Dental	each	Grandio		1811	voco	Patterson	703-2386	Grandio Syringe Refills - 5 Size 4 g Syringes Shade A2	FALSE		
EK48	Syringe refill, Composite, Flowable, 1g, A2	MedEquip&Supplies_Dental	each	Patterson		7869099	Patterson	Patterson	086-9099	Patterson Flowable Composite - 1 g Syringe Refill Shade A2	FALSE		
KM97	Syringe refill, Composite, Flowable, 1g, A3	MedEquip&Supplies_Dental	each	Patterson		7869107	Patterson	Patterson	086-9107	Patterson Flowable Composite - 1 g Syringe Refill Shade A3	FALSE		
CM34	Syringe refill, Composite, Flowable, 1g, A1	MedEquip&Supplies_Dental	each	Patterson Dental Supply	Patterson Dental Supply	7869081	Patterson Dental	Patterson	086-9081	Patterson Flowable Composite - 1 g Syringe Refill Shade A1	FALSE		
EM47	Syringe refill, Composite, Flowable, 1g, Bleach	MedEquip&Supplies_Dental	each	Patterson		7869206	Patterson	Patterson	086-9206	Patterson Flowable Composite - 1 g Syringe Refill Shade Bleach	FALSE		
YX56	File, Hedstrom, .02 taper, 31mm, Size 15-40	MedEquip&Supplies_Dental	each	Patterson		07331160P	Patterson	Patterson	087-2622	Hedstrom Files - 31 mm, 0.02 Taper, 6/Pkg, Assorted Colors Sizes 15-40	FALSE		
GN39	Film, X-ray, 14in x 17in, Blue sensitive	MedEquip&Supplies_Diagnostic_Imaging	each	Henry Schein, Inc.		9004284	X-Ray Film HSI Blue Sensitive 14x17 100/Bx, 5 BX/CA	Henry Schein	9004284	X-Ray Film HSI Blue Sensitive 14x17 100/Bx, 5 BX/CA	FALSE		
SE41	Film, X-ray, 14in x 17in, Green sensitive	MedEquip&Supplies_Diagnostic_Imaging	each	Henry Schein, Inc.		9004280	X-Ray Film HSI Green Sesitive 14x17 100/Bx, 5 BX/CA	Henry Schein	9004280	X-Ray Film HSI Green Sesitive 14x17 100/Bx, 5 BX/CA	FALSE		
ME37	Wristbands, Patient, 1in x 11in, for wristband printer HC100, 200 wristbands/roll, single roll	MedEquip&Supplies_Documentation/Archives	each	Zebra	Z-Band	10006995K	Zebra Z-Band Direct Wristband	Barcodes, Inc.	Zebra 10006995K	Wristband	FALSE		
CA12	Test kit, Chlorine, Analysis, Drinking water, 10mL	Lab_General_Supplies	each	Hach		2105569	DPD Free Chlorine Reagent Powder Pillows, 10 mL, pk/100				FALSE		
